JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458924.67014,1.2,,,Vis.,SHA,,1.2,1.6,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458925.2,1.2,,,Vis.,BDI,,08,16,1990,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458925.201,1.2,,,Vis.,MQA,,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458925.208,1.2,,,Vis.,SHEC,,1.6,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458925.20852,0.10,,,Vis.,SSAB,,01,21,10-STAR,,,,T,,,,ALF ORI,AAVSO,STD,,,,
2458925.22744,1.892,0.002,,TB,OAAA,,000-BBJ-700,000-BBK-199,X25206ANM,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL,0,,Z,1.536,1.872,,BETELGEUSE,,STD,,,,
2458925.22744,1.215,0.001,,TG,OAAA,,000-BBJ-700,000-BBK-199,X25206ANM,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL,0,,Z,1.694,2.063,,BETELGEUSE,,STD,,,,
2458925.22744,0.620,0.003,,TR,OAAA,,000-BBJ-700,000-BBK-199,X25206ANM,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL,0,,Z,1.769,2.162,,BETELGEUSE,,STD,,,,
2458925.2595,1.204,0.005,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.36,Z,1.64,1.810,,ALF ORI,AAVSO,STD,,,,
2458925.2616,1.200,0.007,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.37,Z,1.64,1.805,,ALF ORI,AAVSO,STD,,,,
2458925.26597,1.3,,,Vis.,CMAE,,1.8,,X24980IV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458925.27292,1.1,,,Vis.,MVO,,12,16,080101+X25090ACW,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458925.2792,1.0,,,Vis.,SRAB,,09,16,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458925.2931,1.5,,,Vis.,RKE,,12,19,GUIDE8,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458925.3,1.3,,,Vis.,SPAO,,09,19,2008,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458925.31111,1.22,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458925.31389,2.90,0.03,,TB,KSEC,,Aldebaran,Phi02 Ori,Simbad,"""Sony A7m2, 30mm, ISO400, 1:6.3, 30x4s, Pixinsight, Maxim DL""",0,,Z,2.4,5.21,,BETELGEUSE,,STD,,,,
2458925.31389,-0.02,0.03,,TR,KSEC,,Aldebaran,Phi02 Ori,Simbad,"""Sony A7m2, 30mm, ISO400, 1:6.3, 30x4s, Pixinsight, Maxim DL""",0,,Z,-0.37,2.93,,BETELGEUSE,,STD,,,,
2458925.31389,1.15,0.02,,TG,KSEC,,Aldebaran,Phi02 Ori,Simbad,"""Sony A7m2, 30mm, 1:6.3, ISO400, 30x4s, Maxim DL""",0,,Z,0.86,3.96,,BETELGEUSE,,STD,,,,
2458925.34375,1.35,,,Vis.,PIV,,Polluce,Bellatrix,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458925.4,1.2,,,Vis.,GZN,,09,16,10-STAR TUTORIAL 202,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458925.4056,1.0,,,Vis.,TPIC,B,1.0,,X25202NJ,,,,Z,,,,ALF ORI,,STD,,,,
2458925.40972,1.19,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458925.5,1.4,,,Vis.,SHS,U,16,11,10 star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458925.54138,1.161,0.009,,V,LDJ,,ENSEMBLE,,ALERT NOTICE 690,TEL=ARO C14 OUT OF FOCUS|COMPS=BELLATRIX 1.64 ALNITAK 1.79 HR1907 4.09 HR1963 4.90,0,1.53,Z,,,,BETELGEUSE,RASC,STD,,,,
2458925.5486,1.2,,,Vis.,DZS,K,1.6,0.9,#N/A,AAVSO CHART X25128WF,,,Z,,,,ALF ORI,LIADA,STD,,,,
2458925.61458,1.3,,,Vis.,PJOF,,11,16,10 Star +,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458925.66292,1.16,,,Vis.,CTX,,Pollux,Castor,10 Star 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458925.89236,1.02,,,Vis.,TICA,,085,170,chart not plotted ye,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458925.89583,1.00,,,Vis.,TICA,,030,170,chart not plotted ye,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458925.93750,1.42,,,TG,WMX,B,ensemble,,X25099JW,,0,,Z,,,,ALF ORI,VSS,STD,,,,
2458926.149907,1.315,0.003,,TG,KEVA,,OOO-BBH-168,OOO-BBJ-738,X25142FD,,0,,Z,13.736,17.094,,ALF ORI,AVSOPLEIONE,STD,,,,
2458926.18316,1.941,0.001,,TB,OAAA,U,000-BBJ-700,000-BBK-199,X25208JC,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL,0,,Z,1.523,1.885,,alf Ori,,STD,,,,
2458926.18316,0.687,0.002,,TR,OAAA,U,000-BBJ-700,000-BBK-199,X25208JC,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL,0,,Z,1.772,2.158,,alf Ori,,STD,,,,
2458926.18316,1.257,0.001,,TG,OAAA,U,000-BBJ-700,000-BBK-199,X25208JC,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS. SOFTWARE: MAXIM DL,0,,Z,1.659,2.083,,alf Ori,,STD,,,,
2458926.2,1.2,,,Vis.,BDI,,08,16,1990,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458926.21181,1.2,,,Vis.,SYRA,,24 Ori,? Gem,VSP,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458926.222,1.1,,,Vis.,SHEC,,0.8,1.6,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458926.229,1.2,,,Vis.,MQA,,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458926.2334,1.32,0.01,,TG,SIV,,08,,X24958AUE,"""Average 3 images, exp. 1.6 s, ISO 200, EF-S 18-55""",0,,Z,0.85,,,ALF ORI,,STD,,,,
2458926.23958,1.13,,,Vis.,SIV,,0.85,,X24958AUE,,,,Z,,,,ALF ORI,,STD,,,,
2458926.253,1.2,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458926.2694,1.3,,,Vis.,VFK,,12,17,SELFM,LEIPZIG BL. AUGE,,,Z,,,,ALF ORI,BAV,STD,,,,
2458926.2764,1.5,,,Vis.,RKE,,12,19,GUIDE8,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458926.281,1.0,,,Vis.,BHA,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458926.290,1.1,,,Vis.,SAC,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458926.29167,1.2,,,Vis.,MAV,BU,09,,X25130VR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458926.29167,1.2,,,Vis.,BCAD,U,1.14,1.58,"Pollux,Castor",Little haze.,,,Z,,,,alf Ori,,STD,,,,
2458926.3,1.2,,,Vis.,SPAO,,09,19,2008,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458926.30422,1.27,0.032,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 17032020191805_G.fit Measure by SuperStar (3 references) SuperStar flux324893,107+/-4718,397 Magnitude SuperEtoile = 0,841 Photometry with round gaussian modelisation Half-width35 Object flux219492,806+/-3244,848 Object magnitude = 1,27+/-0,032 """,0,,Z,4.1,1.7,,alf Ori,URSA,STD,,,,
2458926.30556,1.36,,,Vis.,PIV,,Bellatrix,Pollux,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458926.31250,1.2,,,Vis.,CQP,,1.8,09,10Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458926.32045,1.23,,,Vis.,PREB,,Pollux (1.14),-,10star,AC,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458926.3215,1.5,,,Vis.,CME,U,12,19,X25633CU,NAKED EYE - LIGHT HAZE,,,Z,,,,alf Ori,UAI,STD,,,,
2458926.32412,1.138,0.015,,V,NOT,,000-BBJ-738,000-BBK-574,X24958AHS,mean value of 20 images,0,1.56,Z,4.090,4.136,,ALF ORI,BAV,STD,,,,
2458926.33958,1.4,,,Vis.,COV,,1.1,1.9,A,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458926.3438,1.2,,,Vis.,TPIC,U,1.0,1.6,X25202NJ,,,,Z,,,,ALF ORI,,STD,,,,
2458926.34722,1.1,,,Vis.,MVH,,0.9,1.6,Aldebaran 0.9 - Bell,Aldebaran 0.9 - Bellatrix 1.6,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458926.378,1.1,,,Vis.,ATE,,Pollux 1.2,Aldebaran 0.9,20200220,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458926.378,1.1,,,Vis.,WBOA,,0.86 Aldebaran,1.64 Bellatrix ,X24963ATG,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458926.3923,1.3,,,Vis.,HKD,,,,375.01,NE,,,U,,,,ALPHA ORI,BAA-VSS,STD,,,,BAAVSS
2458926.5104,1.5,,,Vis.,CGF,,1.2,1.8,10-step alpha orioni,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458926.51042,1.127,0.003,,V,MDAG,K,Ensemble,-,AstroArt - GSC Data,,0,,Z,-,0.0,,BETELGEUSE,AAVSO,STD,,,,
2458926.52014,1.35,,,Vis.,SSHA,B,12,16,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458926.562,1.2,,,Vis.,RMAF,,09,16,X24997KO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458926.5819,1.135,0.002,,V,DFR,,SAO 112958,SAO 113186,PEP,PEPHQ; Check: 5.9892; D(B-V)=0.903; ,1,1.582,Z,4.082,5.989,,ALF ORI,,STD,,,,
2458926.60,1.15,,,Vis.,FRIB,,16,09,X24962ADH,Slightly brighter.,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458926.99931,1.4,,,Vis.,SANG,,0.9,1.8,1/96a,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458927.2124,1.843,0.002,,TB,OAAA,,000-BBJ-700,000-BBK-199,X25208JC,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,1.477,1.901,,BETELGEUSE,,STD,,,,
2458927.2124,1.144,0.001,,TG,OAAA,,000-BBJ-700,000-BBK-199,X25208JC,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,1.665,2.074,,BETELGEUSE,,STD,,,,
2458927.2124,0.591,0.002,,TR,OAAA,,000-BBJ-700,000-BBK-199,X25208JC,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,1.751,2.171,,BETELGEUSE,,STD,,,,
2458927.236,1.2,,,Vis.,MQA,U,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458927.26806,1.0,,,Vis.,DMIB,K,0.9,1.1,Tycho2,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458927.27083,1.15,,,Vis.,MPIB,,1.15,0.9,Stellarium 0.12.4,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458927.271,1.4,,,Vis.,VOL,,09,16,10star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458927.2711,1.130,0.010,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.41,Z,1.64,1.816,,ALF ORI,AAVSO,STD,,,,
2458927.2730,1.127,0.006,,V,VOL,,GAM ORI = HD35468,ZET ORI = HD37742,,,1,1.41,Z,1.64,1.825,,ALF ORI,AAVSO,STD,,,,
2458927.28029,1.02,0.1,,TG,KMWA,,Ensemble,Bellatrix,Cartes du Ciel,,1,1.43,Z,n.a.,1.75,,BETELGEUSE,BAV,STD,,,,
2458927.28029,2.704,0.2,,TB,KMWA,,Ensemble,Bellatrix,Cartes du Ciel,,1,1.430,Z,n.a.,1.525,,BETELGEUSE,BAV,STD,,,,
2458927.2889,1.2,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458927.3,1.1,,,Vis.,NDQ,,NA,,NA,,,,Z,,,,ALF ORI,AFOEV,STD,,,,
2458927.3,1.2,,,Vis.,SPAO,,09,19,2008,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458927.31250,1.15,,,Vis.,BCAD,U,1.14,1.58,"Pollux,Castor",Observed three times between 18.40 and 19.30 UT. Little haze.,,,Z,,,,alf Ori,,STD,,,,
2458927.31562,1.21,,,Vis.,PREB,,Pollux (1.14),-,10star,AC,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458927.319,0.9,,,Vis.,BHA,,NA,,NA,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458927.3250,1.5,,,Vis.,RKE,,12,19,GUIDE8,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458927.33264,1.23,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458927.34236,1.33,,,Vis.,PIV,,Bellatrix,Pollux,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458927.34722,1.1,,,Vis.,RRO,B,09,16,10 star tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458927.3604,1.2,,,Vis.,TPIC,UL,1.0,,X25202NJ,,,,Z,,,,ALF ORI,,STD,,,,
2458927.388,1.1,,,Vis.,ATE,,Pollux 1.2,Aldebaran 0.9,20200220,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458927.4,1.4,,,Vis.,SHS,U,16,11,10 star,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458927.40556,1.1,,,Vis.,ATDA,,16,12,alert 690 & 10-star ,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458927.53250,1.1,,,Vis.,SRGA,B,.9,1.1,10 Star 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458927.54444,1.1,,,Vis.,DMA,,09,12,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458927.5625,1.1,,,Vis.,DZS,K,1.6,0.9,#N/A,AAVSO CHART X25128WF,,,Z,,,,ALF ORI,LIADA,STD,,,,
2458927.58333,1.2,,,Vis.,CLQ,,0.9,1.2,10 Star Tutorial,Naked eye.,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458927.60486,1.20,,,Vis.,ASA,,120,160,X25059AKB,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458927.634,1.2,,,Vis.,CMP,B,12,19,10startutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458927.6590,2.953,0.002,,B,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.887|K_B=0.29|KK_BV=-0.051|TB_BV=0.066|CREFMAG=5.039|PROG=TJC_PEP_6.7|,1,1.36,Z,-3.079,-0.821,,ALF ORI,AAVSO,STD,,,,
2458927.6594,1.109,0.001,,V,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=BV|DELTA=0.887|K_V=0.16|TV_BV=-0.026|CREFMAG=4.082|PROG=TJC_PEP_6.7|,1,1.36,Z,-3.940,-2.055,,ALF ORI,AAVSO,STD,,,,
2458927.6758,0.023,0.002,,R,CTOA,,SAO 112958,,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=VR|DELTA_EST=0.584|K_R_EST=0.13|TR_R=-0.1|CREFMAG=3.57|PROG=TJC_PEP_6.7|COMMENT=NOCHECKSTAR; 7.75IN APERTURE MASK; 16 BIT OVERFLOWS CORRECTED|,1,1.43,Z,-3.996,0.0,,ALF ORI,AAVSO,STD,,,,
2458927.67708,1.2,,,Vis.,HPAB,,17,12,10-Star Training Tut,,,,Z,,,,BETELGEUSE,,STD,,,,
2458927.6850,-1.392,0.004,,I,CTOA,,SAO 112958,SAO 113186,PEP,|SCOPE=9.25IN_SCT|SENSOR=SSP3|LOC=44.1N/121.3W|INDEX=VI|DELTA_EST=1.683|K_I_EST=0.11|TI_I=0.006|CREFMAG=3.068|PROG=TJC_PEP_6.7|,1,1.48,Z,-4.785,-3.240,,ALF ORI,AAVSO,STD,,,,
2458927.71513,1.12,,,Vis.,CTX,,Pollux,Castor,10 Star 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458928.1736,0.91,,,Vis.,SASC,K,0.0 1.6,0.0 0.8,x24279ga,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458928.20773,1.847,0.002,,TB,OAAA,,000-BBJ-700,000-BBK-199,X25212AAU,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,1.458,1.913,,BETELGEUSE,,STD,,,,
2458928.20773,1.097,0.001,,TG,OAAA,,000-BBJ-700,000-BBK-199,X25212AAU,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,1.670,2.075,,BETELGEUSE,,STD,,,,
2458928.20773,0.523,0.003,,TR,OAAA,,000-BBJ-700,000-BBK-199,X25212AAU,OBSERVED AND MEASURED BY ALDRIN B. GABUYA. CANON EOS 1D MARK IV DSLR AND TAMRON 24MM LENS.,0,,Z,1.742,2.170,,BETELGEUSE,,STD,,,,
2458928.208,1.1,,,Vis.,MQA,U,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458928.23681,0.8,,,Vis.,MVO,B,05,12,080101+X25090ACW,,,,Z,,,,ALF ORI,URSA,STD,,,,
2458928.25000,1.16,,,Vis.,SYRA,,24 Ori,? Gem,VSP,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458928.26944,1.11,0.02,,TG,KSEC,,Aldebaran,Phi02 Ori,Simbad,"""Sony A7m2, 30mm, 1:6.3, ISO400, 30x4s, Maxim DL""",0,,Z,0.86,3.98,,BETELGEUSE,,STD,,,,
2458928.26944,2.90,0.03,,TB,KSEC,,Aldebaran,Phi02 Ori,Simbad,"""Sony A7m2, 30mm, 1:6.3, ISO400, 30x4s, Maxim DL""",0,,Z,2.4,5.25,,BETELGEUSE,,STD,,,,
2458928.26944,-0.07,0.03,,TR,KSEC,,Aldebaran,Phi02 Ori,Simbad,"""Sony A7m2, 30mm, 1:6.3, ISO400, 30x4s, Maxim DL""",0,,Z,-0.37,2.97,,BETELGEUSE,,STD,,,,
2458928.27639,1.3,,,Vis.,CMAE,,0.85,,X24980IV,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458928.3,1.2,,,Vis.,SPAO,,09,19,2008,,,,Z,,,,ALF ORI,UAI,STD,,,,
2458928.30225,1.22,0.023,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 7413_G.fit Measure by SuperStar (3 references) SuperStar flux600852,01+/-7732,459 Magnitude SuperEtoile = 0,841 Photometry with round gaussian modelisation Half-width35 Object flux422113,098+/-3459,848 Object magnitude = 1,22+/-0,023 """,0,,Z,4.1,1.7,,alf Ori,URSA,STD,,,,
2458928.30270,1.17,0.023,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 7414_G.fit Measure by SuperStar (3 references) SuperStar flux1176689,027+/-15570,112 Magnitude SuperEtoile = 0,841 Photometry with round gaussian modelisation Half-width35 Object flux869396,793+/-6977,382 Object magnitude = 1,17+/-0,023 """,0,,Z,4.1,1.7,,BETELGEUSE,URSA,STD,,,,
2458928.30556,1.15,,,Vis.,BCAD,U,1.14,1.58,"Pollux,Castor",,,,Z,,,,ALF ORI,,STD,,,,
2458928.31250,1.1,,,Vis.,MAV,BU,09,,X25130VR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458928.32292,1.2,,,Vis.,AJV,,09,16,standard,,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458928.32292,1.31,,,Vis.,PIV,,Bellatrix,Pollux,MarSEC 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458928.33264,1.19,,,Vis.,SGQ,,Bet Gem mv=1.16,Alf Gem mv=1.58,Tirion2000.0/Simbad,"""Roma, via della Giuliana. Naked eye with airmass correction""",,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458928.3333,1.5,,,Vis.,RKE,,12,19,GUIDE8,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458928.3403,1.1,,,Vis.,HGUA,,"""09,19""",,10STARTUTORIAL,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458928.35764,1.2,,,Vis.,REE,U,1.2,0.4,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458928.36111,1.14,,,Vis.,DMIB,K,1.14,,Tycho2,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458928.384,1.0,,,Vis.,ATE,,Pollux 1.2,Aldebaran 0.9,20200220,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2458928.3993,1.1,,,Vis.,LCR,,09,"""12,16""",Tycho-2,,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458928.4597,1.1,,,Vis.,DZS,K,1.6,0.9,#N/A,AAVSO CHART X25128WF,,,Z,,,,ALF ORI,LIADA,STD,,,,
2458928.50972,1.1,,,Vis.,DMA,,09,12,10 Star Tutorial,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458928.71528,1.08,,,Vis.,CTX,,Pollux,Aldebaran,10 Star 2020,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458928.9146,0.9,,,Vis.,SSU,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2458929.208,1.1,,,Vis.,MQA,U,0.9,,AAVSO,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458929.26389,1.3,,,Vis.,ATOB,B,12,17,10-star,Late twiligth,,,Z,,,,ALF ORI,AS,STD,,,,
2458929.2743,1.2,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,ALF ORI,SAAF,STD,,,,
2458929.2792,0.9,,,Vis.,SRAB,,4.0,09,X15347MK,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458929.2917,1.54,,,Vis.,DXAA,,9,17,ALDEBARAN/BET TAU,UNAIDED EYE/CLEAR/MOON 15-DAYS,,,Z,,,,ALF ORI,AASABADELL,STD,,,,
2458929.2968,1.4,,,Vis.,CSM,,000,,99999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458929.3,1.15,,,Vis.,SYU,,09,12,MENTORCHART,,,,Z,,,,ALF ORI,BAV,STD,,,,
2458929.30745,1.15,,,Vis.,PREB,,Pollux (1.14),-,10star,AC,,,Z,,,,alf Ori,AAVSO,STD,,,,
2458929.30972,1.2,,,Vis.,REE,,1.2,0.4,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2458929.31875,1.1,,,Vis.,UAN,,09,16,10 STAR 2020,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2458929.32000,1.13,0.101,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4736_G.fit Measure by SuperStar (3 references) SuperStar flux2008742,421+/-88208,662 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1559870,558+/-76627,585 Object magnitude = 1,13+/-0,101 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.32052,1.14,0.088,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4737_G.fit Measure by SuperStar (3 references) SuperStar flux2085084,719+/-81341,719 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1612909,805+/-68193,22 Object magnitude = 1,14+/-0,088 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.32081,1.14,0.096,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4738_G.fit Measure by SuperStar (3 references) SuperStar flux1974169,931+/-82877,977 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1520245,718+/-70431,091 Object magnitude = 1,14+/-0,096 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.32135,1.1,0.1,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4739_G.fit Measure by SuperStar (3 references) SuperStar flux2000300,374+/-85368,366 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1607412,458+/-78781,677 Object magnitude = 1,1+/-01 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.32166,1.14,0.088,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4740_G.fit Measure by SuperStar (3 references) SuperStar flux2070674,761+/-79993,462 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1598512,033+/-67645,579 Object magnitude = 1,14+/-0,088 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.32192,1.16,0.098,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4741_G.fit Measure by SuperStar (3 references) SuperStar flux1995259,321+/-85763,953 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1514581,626+/-71867,23 Object magnitude = 1,16+/-0,098 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
2458929.32220,1.11,0.099,,TG,LSA,B,41,17,X25108DZ,"""Image : Orion 4742_G.fit Measure by SuperStar (3 references) SuperStar flux1970241,066+/-84502,966 Magnitude SuperEtoile = 0,86 Photometry with round gaussian modelisation Half-width35 Object flux1560998,456+/-75639,862 Object magnitude = 1,11+/-0,099 """,0,,Z,4.12,1.7,,BETELGEUSE,URSA,STD,,,,
